Source,Target,Type,Id,Label,timeset,Weight,film,year
_Aida_Vainieri_,_Chus_Lampreave_,Undirected,4230,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Cristiana_Morganti_,Undirected,4231,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Daphnis_Kokkinos_,Undirected,4232,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Darío_Grandinetti_,Undirected,4233,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Ditta_Jasjfi_,Undirected,4234,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Dominique_Mercy_,Undirected,4235,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Elena_Anaya_,Undirected,4236,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Elena_Benarroch_,Undirected,4237,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Esther_García_,Undirected,4238,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Fabien_Prioville_,Undirected,4239,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Fele_Martínez_,Undirected,4240,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Fernando_Guillén_Cuervo_,Undirected,4241,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Fernando_Iglesias_,Undirected,4242,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Fernando_Suels_,Undirected,4243,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Geraldine_Chaplin_,Undirected,4244,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Helio_Pedregal_,Undirected,4245,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Isaac_Monllor_,Undirected,4246,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Ismael_Martínez_,Undirected,4247,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Jaime_Fernández-Cid_Buscató_,Undirected,4248,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Javier_Cámara_,Undirected,4249,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Javier_Conde_,Undirected,4250,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Jean-Laurent_Sasportes_,Undirected,4251,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Joaquín_Abad_,Undirected,4252,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Jorge_Puerta_,Undirected,4253,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_José_María_Yazpik_,Undirected,4254,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_José_Sancho_,Undirected,4255,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Joserra_Cadiñanos_,Undirected,4256,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Juan_Carlos_Martínez_Antuña_,Undirected,4257,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Juan_Fernández_,Undirected,4258,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Julie_Shanahan_,Undirected,4259,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Lara_Hernandorena_,Undirected,4260,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Leonor_Watling_,Undirected,4261,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Lola_Dueñas_,Undirected,4262,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Lola_García_,Undirected,4263,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Loles_León_,Undirected,4264,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Lucía_Barbadillo_,Undirected,4265,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Malou_Airaudo_,Undirected,4266,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Mamen_Segovia_,Undirected,4267,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Marina_Jiménez_,Undirected,4268,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Mariola_Fuentes_,Undirected,4269,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Marisa_Paredes_,Undirected,4270,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Martirio_,Undirected,4271,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Melanie_Maurin_,Undirected,4272,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Michael_Strecker_,Undirected,4273,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Michel_Ruben_,Undirected,4274,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Miguel_Ángel_Bolo_,Undirected,4275,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Natalia_Rook_,Undirected,4276,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Nazareth_Panadero_,Undirected,4277,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Paola_Dominguín_,Undirected,4278,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Paz_Vega_,Undirected,4279,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Pina_Bausch_,Undirected,4280,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Rainer_Behr_,Undirected,4281,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Raquel_Aguilera_,Undirected,4282,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Raquel_Rey_,Undirected,4283,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Raúl_Montes_,Undirected,4284,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Rayco_Cano_,Undirected,4285,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Regina_Advento_,Undirected,4286,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Roberto_Álvarez_,Undirected,4287,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Rosario_Flores_,Undirected,4288,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Ruth_Amarante_,Undirected,4289,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Sonia_Grande_,Undirected,4290,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Stephen_Brinkmann_,Undirected,4291,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Vicente_Palomo_,Undirected,4292,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Víctor_Matos_,Undirected,4293,Hable con ella,,1,Hable con ella,2002
_Aida_Vainieri_,_Yuyi_Beringola_,Undirected,4294,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Ana_Fernández_,Undirected,4295,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Ana_Sanz_,Undirected,4296,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Andrey_Berezin_,Undirected,4297,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Ángel_Infantes_,Undirected,4298,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Azusa_Seyama_,Undirected,4299,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Barbara_Hampel_,Undirected,4300,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Beatriz_Santiago_,Undirected,4301,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Ben_Lindbergh_,Undirected,4302,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Benoit_Causse_,Undirected,4303,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Caetano_Veloso_,Undirected,4304,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Carlos_García_Cambero_,Undirected,4305,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Carlos_Miguel_,Undirected,4306,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Carmen_Machi_,Undirected,4307,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Catalina_Arteaga_,Undirected,4308,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Cecilia_Roth_,Undirected,4309,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Chus_Lampreave_,Undirected,4310,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Cristiana_Morganti_,Undirected,4311,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Daphnis_Kokkinos_,Undirected,4312,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Darío_Grandinetti_,Undirected,4313,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Ditta_Jasjfi_,Undirected,4314,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Dominique_Mercy_,Undirected,4315,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Elena_Anaya_,Undirected,4316,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Elena_Benarroch_,Undirected,4317,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Esther_García_,Undirected,4318,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Fabien_Prioville_,Undirected,4319,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Fele_Martínez_,Undirected,4320,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Fernando_Guillén_Cuervo_,Undirected,4321,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Fernando_Iglesias_,Undirected,4322,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Fernando_Suels_,Undirected,4323,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Geraldine_Chaplin_,Undirected,4324,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Helio_Pedregal_,Undirected,4325,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Isaac_Monllor_,Undirected,4326,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Ismael_Martínez_,Undirected,4327,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Jaime_Fernández-Cid_Buscató_,Undirected,4328,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Javier_Cámara_,Undirected,4329,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Javier_Conde_,Undirected,4330,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Jean-Laurent_Sasportes_,Undirected,4331,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Joaquín_Abad_,Undirected,4332,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Jorge_Puerta_,Undirected,4333,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_José_María_Yazpik_,Undirected,4334,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_José_Sancho_,Undirected,4335,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Joserra_Cadiñanos_,Undirected,4336,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Juan_Carlos_Martínez_Antuña_,Undirected,4337,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Juan_Fernández_,Undirected,4338,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Julie_Shanahan_,Undirected,4339,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Lara_Hernandorena_,Undirected,4340,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Leonor_Watling_,Undirected,4341,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Lola_Dueñas_,Undirected,4342,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Lola_García_,Undirected,4343,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Loles_León_,Undirected,4344,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Lucía_Barbadillo_,Undirected,4345,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Malou_Airaudo_,Undirected,4346,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Mamen_Segovia_,Undirected,4347,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Marina_Jiménez_,Undirected,4348,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Mariola_Fuentes_,Undirected,4349,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Marisa_Paredes_,Undirected,4350,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Martirio_,Undirected,4351,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Melanie_Maurin_,Undirected,4352,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Michael_Strecker_,Undirected,4353,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Michel_Ruben_,Undirected,4354,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Miguel_Ángel_Bolo_,Undirected,4355,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Natalia_Rook_,Undirected,4356,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Nazareth_Panadero_,Undirected,4357,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Paola_Dominguín_,Undirected,4358,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Paz_Vega_,Undirected,4359,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Pina_Bausch_,Undirected,4360,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Rainer_Behr_,Undirected,4361,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Raquel_Aguilera_,Undirected,4362,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Raquel_Rey_,Undirected,4363,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Raúl_Montes_,Undirected,4364,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Rayco_Cano_,Undirected,4365,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Regina_Advento_,Undirected,4366,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Roberto_Álvarez_,Undirected,4367,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Rosario_Flores_,Undirected,4368,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Ruth_Amarante_,Undirected,4369,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Sonia_Grande_,Undirected,4370,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Stephen_Brinkmann_,Undirected,4371,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Vicente_Palomo_,Undirected,4372,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Víctor_Matos_,Undirected,4373,Hable con ella,,1,Hable con ella,2002
_Alejandro_Tous_,_Yuyi_Beringola_,Undirected,4374,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Ana_Sanz_,Undirected,4375,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Andrey_Berezin_,Undirected,4376,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Ángel_Infantes_,Undirected,4377,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Azusa_Seyama_,Undirected,4378,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Barbara_Hampel_,Undirected,4379,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Beatriz_Santiago_,Undirected,4380,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Ben_Lindbergh_,Undirected,4381,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Benoit_Causse_,Undirected,4382,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Caetano_Veloso_,Undirected,4383,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Carlos_García_Cambero_,Undirected,4384,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Carlos_Miguel_,Undirected,4385,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Carmen_Machi_,Undirected,4386,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Catalina_Arteaga_,Undirected,4387,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Cecilia_Roth_,Undirected,4388,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Chus_Lampreave_,Undirected,4389,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Cristiana_Morganti_,Undirected,4390,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Daphnis_Kokkinos_,Undirected,4391,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Darío_Grandinetti_,Undirected,4392,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Ditta_Jasjfi_,Undirected,4393,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Dominique_Mercy_,Undirected,4394,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Elena_Anaya_,Undirected,4395,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Elena_Benarroch_,Undirected,4396,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Esther_García_,Undirected,4397,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Fabien_Prioville_,Undirected,4398,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Fele_Martínez_,Undirected,4399,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Fernando_Guillén_Cuervo_,Undirected,4400,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Fernando_Iglesias_,Undirected,4401,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Fernando_Suels_,Undirected,4402,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Geraldine_Chaplin_,Undirected,4403,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Helio_Pedregal_,Undirected,4404,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Isaac_Monllor_,Undirected,4405,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Ismael_Martínez_,Undirected,4406,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Jaime_Fernández-Cid_Buscató_,Undirected,4407,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Javier_Cámara_,Undirected,4408,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Javier_Conde_,Undirected,4409,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Jean-Laurent_Sasportes_,Undirected,4410,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Joaquín_Abad_,Undirected,4411,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Jorge_Puerta_,Undirected,4412,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_José_María_Yazpik_,Undirected,4413,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_José_Sancho_,Undirected,4414,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Joserra_Cadiñanos_,Undirected,4415,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Juan_Carlos_Martínez_Antuña_,Undirected,4416,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Juan_Fernández_,Undirected,4417,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Julie_Shanahan_,Undirected,4418,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Lara_Hernandorena_,Undirected,4419,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Leonor_Watling_,Undirected,4420,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Lola_Dueñas_,Undirected,4421,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Lola_García_,Undirected,4422,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Loles_León_,Undirected,4423,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Lucía_Barbadillo_,Undirected,4424,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Malou_Airaudo_,Undirected,4425,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Mamen_Segovia_,Undirected,4426,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Marina_Jiménez_,Undirected,4427,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Mariola_Fuentes_,Undirected,4428,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Marisa_Paredes_,Undirected,4429,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Martirio_,Undirected,4430,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Melanie_Maurin_,Undirected,4431,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Michael_Strecker_,Undirected,4432,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Michel_Ruben_,Undirected,4433,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Miguel_Ángel_Bolo_,Undirected,4434,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Natalia_Rook_,Undirected,4435,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Nazareth_Panadero_,Undirected,4436,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Paola_Dominguín_,Undirected,4437,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Paz_Vega_,Undirected,4438,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Pina_Bausch_,Undirected,4439,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Rainer_Behr_,Undirected,4440,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Raquel_Aguilera_,Undirected,4441,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Raquel_Rey_,Undirected,4442,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Raúl_Montes_,Undirected,4443,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Rayco_Cano_,Undirected,4444,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Regina_Advento_,Undirected,4445,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Roberto_Álvarez_,Undirected,4446,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Rosario_Flores_,Undirected,4447,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Ruth_Amarante_,Undirected,4448,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Sonia_Grande_,Undirected,4449,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Stephen_Brinkmann_,Undirected,4450,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Vicente_Palomo_,Undirected,4451,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Víctor_Matos_,Undirected,4452,Hable con ella,,1,Hable con ella,2002
_Ana_Fernández_,_Yuyi_Beringola_,Undirected,4453,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Andrey_Berezin_,Undirected,4454,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Ángel_Infantes_,Undirected,4455,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Azusa_Seyama_,Undirected,4456,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Barbara_Hampel_,Undirected,4457,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Beatriz_Santiago_,Undirected,4458,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Ben_Lindbergh_,Undirected,4459,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Benoit_Causse_,Undirected,4460,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Caetano_Veloso_,Undirected,4461,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Carlos_García_Cambero_,Undirected,4462,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Carlos_Miguel_,Undirected,4463,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Carmen_Machi_,Undirected,4464,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Catalina_Arteaga_,Undirected,4465,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Cecilia_Roth_,Undirected,4466,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Chus_Lampreave_,Undirected,4467,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Cristiana_Morganti_,Undirected,4468,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Daphnis_Kokkinos_,Undirected,4469,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Darío_Grandinetti_,Undirected,4470,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Ditta_Jasjfi_,Undirected,4471,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Dominique_Mercy_,Undirected,4472,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Elena_Anaya_,Undirected,4473,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Elena_Benarroch_,Undirected,4474,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Esther_García_,Undirected,4475,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Fabien_Prioville_,Undirected,4476,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Fele_Martínez_,Undirected,4477,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Fernando_Guillén_Cuervo_,Undirected,4478,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Fernando_Iglesias_,Undirected,4479,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Fernando_Suels_,Undirected,4480,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Geraldine_Chaplin_,Undirected,4481,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Helio_Pedregal_,Undirected,4482,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Isaac_Monllor_,Undirected,4483,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Ismael_Martínez_,Undirected,4484,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Jaime_Fernández-Cid_Buscató_,Undirected,4485,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Javier_Cámara_,Undirected,4486,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Javier_Conde_,Undirected,4487,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Jean-Laurent_Sasportes_,Undirected,4488,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Joaquín_Abad_,Undirected,4489,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Jorge_Puerta_,Undirected,4490,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_José_María_Yazpik_,Undirected,4491,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_José_Sancho_,Undirected,4492,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Joserra_Cadiñanos_,Undirected,4493,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Juan_Carlos_Martínez_Antuña_,Undirected,4494,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Juan_Fernández_,Undirected,4495,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Julie_Shanahan_,Undirected,4496,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Lara_Hernandorena_,Undirected,4497,Hable con ella,,1,Hable con ella,2002
_Ana_Sanz_,_Leonor_Watling_,Undirected,4498,Hable con ella,,1,Hable con ella,2002
